VendorId,PickUpDateTime,DropOffDateTime,PickUpLocationId,DropOffLocationId,PassengerCount,TripDistance,TipAmount,TotalAmount
1,01/01/2021 00:15,01/01/2021 00:31,138,132,0,10.6,6.05,36.35
1,01/01/2021 00:16,01/01/2021 00:25,249,137,0,2.2,0.0,12.8
1,01/01/2021 00:37,01/01/2021 01:01,107,163,0,3.6,10.0,30.8
1,01/01/2021 00:27,01/01/2021 00:32,137,229,0,1.2,1.86,11.16
1,01/01/2021 00:45,01/01/2021 00:46,229,140,0,0.5,0.0,7.8
1,01/01/2021 00:49,01/01/2021 00:56,140,229,0,0.8,0.0,10.3
1,01/01/2021 00:01,01/01/2021 00:24,236,28,0,14.3,0.0,48.92
1,01/01/2021 00:45,01/01/2021 00:47,233,233,0,0.8,2.0,10.3
1,01/01/2021 00:26,01/01/2021 00:36,237,24,0,3.3,4.4,19.2
1,01/01/2021 00:39,01/01/2021 00:44,211,231,0,0.7,2.75,12.05
1,01/01/2021 00:28,01/01/2021 00:37,162,263,0,2.7,0.0,14.3
1,01/01/2021 00:42,01/01/2021 00:51,263,233,0,3.0,3.55,17.85
1,01/01/2021 00:32,01/01/2021 00:42,41,42,0,2.2,3.35,14.65
1,01/01/2021 00:09,01/01/2021 00:23,209,189,0,3.8,5.45,23.75
1,01/01/2021 00:42,01/01/2021 00:45,127,243,0,0.7,1.15,6.95
1,01/01/2021 00:04,01/01/2021 00:14,141,226,0,3.6,3.0,18.8
1,01/01/2021 00:21,01/01/2021 00:22,74,74,0,0.6,0.0,5.3
1,01/01/2021 01:04,01/01/2021 01:17,95,82,0,2.7,3.2,16.0
1,01/01/2021 01:16,01/01/2021 01:22,68,113,0,1.1,3.0,12.8
1,01/01/2021 01:33,01/01/2021 01:55,125,97,0,4.5,5.3,26.6
1,01/01/2021 01:50,01/01/2021 01:55,224,232,0,1.9,2.0,13.3
1,01/01/2021 01:09,01/01/2021 01:14,229,262,0,1.7,0.01,10.31
1,01/01/2021 01:36,01/01/2021 01:46,142,233,0,2.5,2.75,16.55
1,01/01/2021 01:26,01/01/2021 01:32,236,151,0,1.7,5.0,15.8
1,01/01/2021 01:48,01/01/2021 01:56,237,24,0,3.1,2.85,17.15
1,01/01/2021 01:40,01/01/2021 02:13,79,4,0,5.5,0.0,27.3
1,01/01/2021 01:17,01/01/2021 01:20,141,229,0,0.8,2.0,10.3
1,01/01/2021 01:34,01/01/2021 02:01,170,82,0,5.9,0.0,26.8
1,01/01/2021 01:06,01/01/2021 01:11,142,48,0,0.9,1.85,11.15
1,01/01/2021 01:15,01/01/2021 01:18,229,237,0,0.9,1.75,10.55
1,01/01/2021 01:48,01/01/2021 01:50,140,262,0,0.7,1.0,8.8
1,01/01/2021 01:34,01/01/2021 01:44,263,41,0,2.1,0.0,13.3
1,01/01/2021 01:53,01/01/2021 01:54,151,151,0,0.0,40.0,43.8
1,01/01/2021 01:51,01/01/2021 02:33,143,41,0,5.5,0.0,32.3
1,01/01/2021 02:02,01/01/2021 02:16,97,61,0,3.7,0.0,14.8
1,01/01/2021 02:07,01/01/2021 02:29,143,232,0,5.2,4.75,28.55
1,01/01/2021 02:48,01/01/2021 02:53,164,237,0,1.8,1.6,12.4
1,01/01/2021 02:57,01/01/2021 03:16,263,116,0,4.8,1.0,21.8
2,01/01/2021 02:28,01/01/2021 02:28,161,161,0,0.0,0.0,6.8
1,01/01/2021 02:39,01/01/2021 02:53,263,249,0,5.5,2.0,22.3
1,01/01/2021 02:12,01/01/2021 02:13,79,107,0,0.7,1.0,8.8
1,01/01/2021 02:14,01/01/2021 02:27,129,129,0,1.7,0.0,11.3
1,01/01/2021 02:03,01/01/2021 02:14,79,256,0,3.1,3.05,18.35
1,01/01/2021 02:27,01/01/2021 02:35,237,151,0,3.1,4.25,18.55
1,01/01/2021 02:11,01/01/2021 02:19,79,249,0,1.4,2.25,13.55
1,01/01/2021 02:27,01/01/2021 02:29,68,68,0,0.5,1.0,8.3
1,01/01/2021 02:52,01/01/2021 03:02,148,48,0,3.2,2.7,18.0
1,01/01/2021 02:03,01/01/2021 02:04,141,229,0,0.2,1.7,8.5
1,01/01/2021 02:07,01/01/2021 02:19,229,88,0,5.9,0.0,22.3
1,01/01/2021 02:49,01/01/2021 02:50,113,113,0,0.0,1.85,8.15
