VendorId,PickUpDateTime,DropOffDateTime,PickUpLocationId,DropOffLocationId,PassengerCount,TripDistance,TipAmount,TotalAmount
1,12/01/2021 05:35,12/01/2021 05:42,186,107,0,1.3,0.0,10.8
1,12/01/2021 05:53,12/01/2021 05:57,140,141,0,0.7,2.05,10.35
1,12/01/2021 06:47,12/01/2021 06:50,145,145,0,0.0,0.0,4.8
1,12/01/2021 06:20,12/01/2021 06:24,100,161,0,0.6,2.05,10.35
1,12/01/2021 06:32,12/01/2021 06:35,100,230,0,0.7,0.0,7.8
1,12/01/2021 06:43,12/01/2021 06:56,100,137,0,1.9,0.0,13.3
1,12/01/2021 06:04,12/01/2021 06:09,262,75,0,1.0,1.85,11.15
1,12/01/2021 06:12,12/01/2021 06:16,236,75,0,0.9,0.0,8.8
1,12/01/2021 06:20,12/01/2021 06:22,236,236,0,0.3,0.0,6.8
1,12/01/2021 06:43,12/01/2021 07:06,263,246,0,5.3,5.8,29.1
1,12/01/2021 06:35,12/01/2021 06:38,186,230,0,0.9,1.55,9.35
1,12/01/2021 06:21,12/01/2021 06:23,79,137,0,1.0,2.45,10.75
1,12/01/2021 06:38,12/01/2021 06:42,186,246,0,0.9,0.0,8.3
1,12/01/2021 06:49,12/01/2021 07:01,186,236,0,3.8,4.0,20.8
1,12/01/2021 06:34,12/01/2021 06:41,262,137,0,2.5,2.5,15.3
1,12/01/2021 06:54,12/01/2021 07:04,262,161,0,2.4,1.3,14.6
1,12/01/2021 06:17,12/01/2021 06:27,162,246,0,1.7,0.0,11.8
1,12/01/2021 06:46,12/01/2021 06:53,186,161,0,1.0,2.0,11.8
1,12/01/2021 06:55,12/01/2021 07:04,162,68,0,1.4,0.0,11.3
1,12/01/2021 06:49,12/01/2021 06:59,79,141,0,3.0,0.0,14.3
1,12/01/2021 06:36,12/01/2021 07:02,140,26,0,12.8,6.96,53.38
1,12/01/2021 06:22,12/01/2021 06:30,75,75,0,1.0,0.0,7.3
1,12/01/2021 06:20,12/01/2021 06:32,186,237,0,2.4,2.0,15.8
