VendorId,PickUpDateTime,DropOffDateTime,PickUpLocationId,DropOffLocationId,PassengerCount,TripDistance,TipAmount,TotalAmount
1,18/01/2021 14:25,18/01/2021 14:31,237,236,0,1.3,1.03,11.33
1,18/01/2021 14:56,18/01/2021 14:59,170,233,0,0.7,1.1,8.4
1,18/01/2021 14:47,18/01/2021 14:52,236,263,0,0.7,1.2,9.5
1,18/01/2021 14:27,18/01/2021 14:33,142,161,0,1.0,1.75,10.55
1,18/01/2021 14:10,18/01/2021 14:12,68,68,0,0.5,1.35,8.15
1,18/01/2021 14:06,18/01/2021 14:11,237,237,0,0.7,0.0,8.3
1,18/01/2021 14:25,18/01/2021 14:32,229,141,0,1.3,2.9,12.7
1,18/01/2021 14:01,18/01/2021 14:07,114,234,0,0.9,1.85,11.15
1,18/01/2021 14:15,18/01/2021 14:21,236,237,0,1.1,1.0,10.8
1,18/01/2021 14:42,18/01/2021 14:48,100,137,0,1.5,2.05,12.35
2,18/01/2021 14:12,18/01/2021 14:12,233,264,0,0.0,1.95,9.75
1,18/01/2021 14:31,18/01/2021 14:34,140,141,0,0.4,0.0,7.3
1,18/01/2021 14:36,18/01/2021 14:39,141,237,0,0.6,1.0,8.8
1,18/01/2021 14:44,18/01/2021 15:02,162,24,0,4.2,3.66,21.96
1,18/01/2021 14:09,18/01/2021 14:14,162,140,0,1.3,0.0,9.3
1,18/01/2021 14:27,18/01/2021 14:35,140,141,0,1.0,2.05,12.35
1,18/01/2021 14:09,18/01/2021 14:20,141,107,0,2.3,3.95,17.25
1,18/01/2021 14:36,18/01/2021 14:46,170,141,0,1.9,2.45,14.75
1,18/01/2021 14:50,18/01/2021 14:57,141,236,0,1.4,3.0,13.3
1,18/01/2021 14:00,18/01/2021 14:41,132,236,0,19.7,6.14,67.56
1,18/01/2021 14:16,18/01/2021 14:26,211,231,0,1.5,1.0,12.8
1,18/01/2021 14:33,18/01/2021 14:38,261,125,0,1.0,1.0,9.8
1,18/01/2021 14:44,18/01/2021 14:52,249,249,0,1.1,0.7,11.0
1,18/01/2021 15:08,18/01/2021 15:14,48,230,0,1.3,1.95,11.75
1,18/01/2021 15:59,18/01/2021 16:14,141,4,0,4.4,3.86,23.16
1,18/01/2021 15:06,18/01/2021 15:14,186,164,0,0.8,1.95,11.75
1,18/01/2021 15:15,18/01/2021 15:31,164,236,0,2.7,4.7,20.5
1,18/01/2021 15:44,18/01/2021 15:55,237,239,0,1.8,1.0,13.3
1,18/01/2021 15:15,18/01/2021 15:23,239,236,0,1.4,2.35,14.15
1,18/01/2021 15:41,18/01/2021 16:17,142,244,0,7.7,6.25,37.55
1,18/01/2021 15:14,18/01/2021 15:28,231,65,0,2.3,2.0,16.8
1,18/01/2021 15:50,18/01/2021 16:29,132,265,0,13.0,90.0,130.8
1,18/01/2021 15:07,18/01/2021 15:16,114,162,0,2.1,0.0,12.3
1,18/01/2021 15:38,18/01/2021 15:49,141,161,0,1.5,0.0,12.3
1,18/01/2021 15:57,18/01/2021 16:04,170,100,0,0.8,1.85,11.15
1,18/01/2021 15:13,18/01/2021 15:28,163,141,0,1.5,4.25,18.55
1,18/01/2021 15:49,18/01/2021 15:52,163,48,0,0.5,0.0,7.3
1,18/01/2021 15:28,18/01/2021 15:45,140,74,0,3.1,3.35,20.15
1,18/01/2021 15:12,18/01/2021 15:41,231,75,0,6.2,0.0,26.3
1,18/01/2021 15:50,18/01/2021 15:55,141,236,0,0.8,0.0,8.8
1,18/01/2021 15:59,18/01/2021 16:02,236,75,0,1.0,1.65,9.95
1,18/01/2021 15:08,18/01/2021 15:54,132,189,0,12.2,0.0,42.3
1,18/01/2021 15:41,18/01/2021 15:47,238,236,0,1.1,1.2,11.0
1,18/01/2021 15:36,18/01/2021 15:52,148,237,0,4.9,4.15,24.95
1,18/01/2021 15:18,18/01/2021 15:28,90,142,0,2.2,1.5,13.8
1,18/01/2021 15:49,18/01/2021 15:58,50,161,0,1.2,0.0,10.8
1,18/01/2021 15:19,18/01/2021 15:29,186,50,0,1.5,2.95,14.75
1,18/01/2021 15:42,18/01/2021 15:50,230,164,0,1.0,3.05,13.35
1,18/01/2021 15:59,18/01/2021 16:06,186,113,0,1.5,1.8,12.1
1,18/01/2021 15:44,18/01/2021 15:51,237,263,0,0.9,0.75,10.05
1,18/01/2021 15:06,18/01/2021 15:19,113,68,0,1.6,3.3,16.6
1,18/01/2021 15:46,18/01/2021 15:57,186,233,0,1.5,5.0,17.3
1,18/01/2021 15:16,18/01/2021 15:41,132,150,0,13.3,7.45,44.75
1,18/01/2021 15:33,18/01/2021 15:38,186,161,0,0.7,1.7,10.0
1,18/01/2021 15:43,18/01/2021 15:46,170,137,0,0.7,1.4,9.2
1,18/01/2021 15:33,18/01/2021 15:40,231,68,0,2.0,2.0,13.3
1,18/01/2021 15:46,18/01/2021 15:55,68,113,0,1.6,2.45,14.75
1,18/01/2021 15:13,18/01/2021 15:21,161,236,0,1.9,3.5,15.3
1,18/01/2021 15:56,18/01/2021 16:01,162,162,0,0.7,2.2,11.0
1,18/01/2021 15:43,18/01/2021 15:51,237,236,0,1.4,2.0,12.8
1,18/01/2021 15:44,18/01/2021 15:53,170,237,0,1.7,0.0,11.8
1,18/01/2021 15:03,18/01/2021 15:14,164,148,0,2.4,2.65,15.95
1,18/01/2021 15:15,18/01/2021 15:24,148,87,0,1.4,0.0,11.3
