VendorId,PickUpDateTime,DropOffDateTime,PickUpLocationId,DropOffLocationId,PassengerCount,TripDistance,TipAmount,TotalAmount
1,21/01/2021 14:27,21/01/2021 14:36,236,142,0,1.8,0.0,11.8
1,21/01/2021 14:42,21/01/2021 14:46,236,263,0,0.7,1.55,9.35
1,21/01/2021 14:46,21/01/2021 14:57,249,90,0,1.6,2.0,13.8
1,21/01/2021 14:09,21/01/2021 14:19,163,237,0,1.2,3.35,14.65
1,21/01/2021 14:43,21/01/2021 14:45,236,75,0,0.7,0.0,7.3
1,21/01/2021 14:18,21/01/2021 14:37,237,114,0,3.3,3.65,21.95
1,21/01/2021 14:37,21/01/2021 14:58,166,263,0,3.1,5.6,24.4
1,21/01/2021 14:31,21/01/2021 14:48,161,114,0,2.6,3.15,18.95
1,21/01/2021 14:51,21/01/2021 14:58,114,137,0,1.3,1.5,11.8
1,21/01/2021 14:17,21/01/2021 14:24,113,100,0,1.7,0.0,10.3
1,21/01/2021 14:47,21/01/2021 14:53,163,237,0,0.6,0.0,9.3
1,21/01/2021 15:51,21/01/2021 15:55,145,145,0,0.0,0.0,4.8
1,21/01/2021 15:08,21/01/2021 15:10,100,48,0,0.2,0.0,6.3
1,21/01/2021 15:01,21/01/2021 15:19,75,137,0,4.5,0.0,20.3
1,21/01/2021 15:21,21/01/2021 15:31,137,186,0,1.1,0.0,10.8
1,21/01/2021 15:38,21/01/2021 15:47,90,224,0,1.1,2.05,12.35
1,21/01/2021 15:26,21/01/2021 15:46,43,90,0,3.3,4.55,22.85
1,21/01/2021 15:10,21/01/2021 15:25,140,142,0,2.3,2.2,17.0
1,21/01/2021 15:42,21/01/2021 15:43,236,239,0,0.6,0.0,7.3
1,21/01/2021 15:30,21/01/2021 15:43,162,79,0,1.9,3.3,16.6
1,21/01/2021 15:46,21/01/2021 16:14,138,87,0,12.5,5.0,51.42
1,21/01/2021 15:11,21/01/2021 15:43,231,263,0,6.8,4.0,34.3
1,21/01/2021 15:49,21/01/2021 15:58,236,262,0,0.9,2.16,12.96
1,21/01/2021 15:05,21/01/2021 15:36,161,151,0,3.8,0.0,23.8
1,21/01/2021 15:37,21/01/2021 16:19,151,1,0,20.9,45.0,121.3
1,21/01/2021 15:31,21/01/2021 16:01,246,66,0,5.0,4.95,29.75
1,21/01/2021 15:04,21/01/2021 15:13,90,230,0,1.6,2.8,14.1
1,21/01/2021 15:17,21/01/2021 15:44,230,33,0,5.4,5.8,29.1
1,21/01/2021 15:18,21/01/2021 15:28,162,141,0,0.7,1.2,12.0
1,21/01/2021 15:19,21/01/2021 15:55,193,239,0,3.9,0.0,26.3
1,21/01/2021 15:40,21/01/2021 15:56,186,79,0,2.1,2.0,17.3
1,21/01/2021 15:01,21/01/2021 15:23,141,137,0,2.6,3.75,22.55
1,21/01/2021 15:14,21/01/2021 15:29,231,125,0,1.6,0.0,9.8
1,21/01/2021 15:36,21/01/2021 15:44,90,164,0,1.4,2.35,14.15
1,21/01/2021 15:57,21/01/2021 16:06,237,233,0,1.4,1.0,13.8
1,21/01/2021 15:29,21/01/2021 15:52,116,179,0,6.2,7.3,36.6
1,21/01/2021 15:30,21/01/2021 15:36,48,48,0,0.6,0.0,9.3
1,21/01/2021 15:36,21/01/2021 15:41,186,48,0,0.5,0.0,8.3
1,21/01/2021 15:47,21/01/2021 15:55,48,100,0,0.8,0.0,9.8
1,21/01/2021 15:22,21/01/2021 15:32,236,239,0,1.6,1.77,13.57
1,21/01/2021 15:37,21/01/2021 15:50,239,246,0,3.2,0.0,15.8
1,21/01/2021 15:07,21/01/2021 15:40,236,74,0,3.0,4.56,27.36
1,21/01/2021 15:26,21/01/2021 15:27,246,246,0,0.0,0.0,5.8
1,21/01/2021 15:33,21/01/2021 15:47,50,114,0,2.8,2.15,16.45
1,21/01/2021 15:51,21/01/2021 16:01,107,186,0,1.3,2.35,14.15
1,21/01/2021 15:39,21/01/2021 15:44,161,100,0,0.7,0.0,8.3
1,21/01/2021 15:35,21/01/2021 15:38,234,186,0,0.5,0.0,7.3
1,21/01/2021 15:43,21/01/2021 15:50,234,158,0,1.5,2.05,12.35
1,21/01/2021 15:54,21/01/2021 15:56,249,68,0,0.4,0.0,8.3
1,21/01/2021 15:09,21/01/2021 15:33,43,13,0,7.0,5.45,32.75
1,21/01/2021 15:33,21/01/2021 15:49,238,262,0,1.8,0.0,15.3
1,21/01/2021 15:47,21/01/2021 16:03,238,141,0,2.2,2.95,17.75
1,21/01/2021 15:00,21/01/2021 15:13,142,151,0,1.9,1.0,14.3
1,21/01/2021 15:17,21/01/2021 15:33,43,48,0,2.5,1.0,16.8
1,21/01/2021 15:38,21/01/2021 15:51,142,238,0,1.6,3.95,17.25
1,21/01/2021 15:21,21/01/2021 16:05,100,61,0,11.3,9.55,57.47
1,21/01/2021 15:17,21/01/2021 15:21,162,161,0,0.5,0.0,8.3
1,21/01/2021 15:39,21/01/2021 15:44,161,142,0,1.2,2.9,12.7
1,21/01/2021 15:56,21/01/2021 15:59,238,239,0,0.3,2.0,10.3
1,21/01/2021 15:16,21/01/2021 15:30,238,41,0,2.3,1.0,15.3
1,21/01/2021 15:06,21/01/2021 15:21,170,33,0,5.8,5.55,27.85
1,21/01/2021 15:51,21/01/2021 16:06,87,229,0,5.4,6.69,28.99
1,21/01/2021 15:17,21/01/2021 15:21,164,113,0,1.0,1.75,10.55
1,21/01/2021 15:31,21/01/2021 15:39,170,237,0,1.3,0.0,10.8
1,21/01/2021 15:14,21/01/2021 15:24,234,48,0,1.6,0.0,11.8
1,21/01/2021 15:38,21/01/2021 15:52,50,50,0,0.6,0.0,12.8
1,21/01/2021 15:23,21/01/2021 15:28,170,162,0,0.5,1.65,9.95
1,21/01/2021 15:38,21/01/2021 16:02,170,202,0,4.5,4.35,26.15
1,21/01/2021 15:27,21/01/2021 16:24,186,69,0,7.4,0.0,39.8
1,21/01/2021 15:53,21/01/2021 16:15,68,238,0,3.3,4.05,24.35
1,21/01/2021 15:16,21/01/2021 15:38,161,157,0,5.4,0.0,23.3
1,21/01/2021 15:10,21/01/2021 15:12,161,170,0,0.4,1.45,8.75
1,21/01/2021 15:15,21/01/2021 15:24,170,48,0,1.4,2.25,13.55
1,21/01/2021 15:31,21/01/2021 15:45,48,237,0,2.0,0.0,14.8
1,21/01/2021 15:53,21/01/2021 16:21,132,7,0,15.2,0.0,43.8
1,21/01/2021 15:14,21/01/2021 15:27,161,236,0,1.7,2.65,15.95
1,21/01/2021 15:45,21/01/2021 15:54,43,237,0,0.7,1.0,11.3
1,21/01/2021 15:55,21/01/2021 16:24,237,166,0,3.8,4.75,28.55
1,21/01/2021 15:02,21/01/2021 15:18,237,141,0,1.1,0.0,13.8
1,21/01/2021 15:19,21/01/2021 15:29,141,161,0,1.4,2.0,13.3
1,21/01/2021 15:47,21/01/2021 16:15,237,166,0,3.4,4.35,26.15
1,21/01/2021 15:24,21/01/2021 15:32,68,161,0,0.9,0.0,10.3
1,21/01/2021 15:44,21/01/2021 15:51,162,230,0,0.8,1.0,10.3
1,21/01/2021 15:55,21/01/2021 15:59,263,236,0,0.4,0.0,7.3
1,21/01/2021 15:40,21/01/2021 15:48,141,236,0,1.1,0.0,10.3
1,21/01/2021 15:07,21/01/2021 15:50,132,231,0,18.4,0.0,55.3
1,21/01/2021 15:41,21/01/2021 15:42,90,90,0,0.0,0.0,5.8
1,21/01/2021 15:15,21/01/2021 15:22,141,263,0,0.6,0.0,9.3
1,21/01/2021 15:26,21/01/2021 15:31,236,236,0,0.3,1.0,8.8
1,21/01/2021 15:54,21/01/2021 16:16,236,113,0,3.7,2.5,22.3
1,21/01/2021 15:15,21/01/2021 15:32,161,237,0,1.8,2.96,17.76
1,21/01/2021 15:09,21/01/2021 15:18,43,239,0,1.2,0.0,10.8
2,21/01/2021 15:23,21/01/2021 15:23,74,74,0,0.0,0.0,7.8
1,21/01/2021 15:06,21/01/2021 15:24,138,147,0,7.8,7.45,37.37
1,21/01/2021 15:33,21/01/2021 15:59,234,239,0,3.7,4.35,26.15
1,21/01/2021 15:16,21/01/2021 15:47,132,129,0,15.1,0.0,43.3
1,21/01/2021 15:13,21/01/2021 15:54,170,237,0,2.8,5.55,33.35
1,21/01/2021 15:06,21/01/2021 15:17,163,238,0,1.8,2.0,14.8
1,21/01/2021 15:35,21/01/2021 15:52,48,107,0,2.2,0.0,15.3
1,21/01/2021 15:41,21/01/2021 15:47,107,170,0,1.1,1.5,11.3
1,21/01/2021 15:42,21/01/2021 16:01,161,246,0,1.8,0.0,17.3
1,21/01/2021 15:04,21/01/2021 15:12,142,230,0,1.6,5.0,16.3
1,21/01/2021 15:36,21/01/2021 15:38,170,170,0,0.3,1.35,8.15
1,21/01/2021 15:24,21/01/2021 15:44,161,145,0,3.0,3.65,21.95
1,21/01/2021 15:05,21/01/2021 15:11,236,236,0,0.7,1.75,10.55
1,21/01/2021 15:02,21/01/2021 15:19,237,161,0,1.4,0.0,15.3
1,21/01/2021 15:30,21/01/2021 15:35,237,237,0,0.7,1.86,11.16
1,21/01/2021 15:47,21/01/2021 16:05,236,141,0,1.4,3.26,19.56
1,21/01/2021 16:38,21/01/2021 17:25,41,162,0,4.5,0.0,31.8
1,21/01/2021 16:51,21/01/2021 17:24,132,198,0,13.6,8.25,49.55
1,21/01/2021 16:03,21/01/2021 16:23,229,209,0,5.1,5.7,28.5
1,21/01/2021 16:37,21/01/2021 16:44,113,186,0,1.3,2.15,12.95
1,21/01/2021 16:09,21/01/2021 16:38,75,249,0,5.4,5.15,30.95
1,21/01/2021 16:48,21/01/2021 17:05,68,141,0,3.9,2.0,21.3
1,21/01/2021 16:04,21/01/2021 16:17,229,164,0,1.7,0.0,14.3
1,21/01/2021 16:41,21/01/2021 16:49,48,237,0,1.4,2.35,14.15
1,21/01/2021 16:07,21/01/2021 16:28,142,74,0,3.0,3.95,23.75
1,21/01/2021 16:40,21/01/2021 16:58,236,140,0,1.4,3.15,18.95
1,21/01/2021 16:35,21/01/2021 16:37,186,234,0,0.5,1.55,9.35
1,21/01/2021 16:38,21/01/2021 16:46,234,113,0,1.1,1.5,12.8
1,21/01/2021 16:52,21/01/2021 16:59,234,158,0,1.2,2.15,12.95
1,21/01/2021 16:27,21/01/2021 16:32,261,231,0,0.8,1.95,11.75
1,21/01/2021 16:47,21/01/2021 17:01,107,145,0,3.4,0.0,23.42
1,21/01/2021 16:49,21/01/2021 17:19,132,162,0,17.1,0.15,66.07
1,21/01/2021 16:17,21/01/2021 16:21,230,186,0,0.6,2.45,10.75
1,21/01/2021 16:40,21/01/2021 16:50,230,246,0,1.1,2.46,14.76
1,21/01/2021 16:51,21/01/2021 17:03,246,107,0,2.3,3.05,18.35
1,21/01/2021 16:29,21/01/2021 16:36,230,237,0,1.3,2.25,13.55
1,21/01/2021 16:54,21/01/2021 17:12,100,236,0,3.4,0.0,18.8
1,21/01/2021 16:23,21/01/2021 16:38,249,143,0,3.3,3.0,20.3
1,21/01/2021 16:26,21/01/2021 16:34,100,163,0,1.3,0.0,11.3
1,21/01/2021 16:50,21/01/2021 17:16,100,202,0,5.0,4.75,28.55
1,21/01/2021 16:41,21/01/2021 16:53,140,137,0,2.1,2.95,17.75
1,21/01/2021 16:03,21/01/2021 16:19,138,164,0,8.5,4.0,38.92
1,21/01/2021 16:00,21/01/2021 16:03,237,236,0,0.7,0.0,8.3
1,21/01/2021 16:18,21/01/2021 16:34,237,229,0,1.4,1.5,16.3
1,21/01/2021 16:48,21/01/2021 16:56,162,141,0,1.1,2.35,14.15
1,21/01/2021 16:21,21/01/2021 16:42,236,166,0,2.2,2.2,21.0
1,21/01/2021 16:15,21/01/2021 16:24,236,237,0,1.0,2.36,14.16
1,21/01/2021 16:45,21/01/2021 16:47,158,249,0,0.4,1.65,9.95
1,21/01/2021 16:50,21/01/2021 16:56,186,246,0,0.9,2.06,12.36
1,21/01/2021 16:14,21/01/2021 16:19,170,162,0,0.7,2.75,12.05
1,21/01/2021 16:42,21/01/2021 16:47,170,107,0,1.2,0.0,10.3
1,21/01/2021 16:59,21/01/2021 17:06,170,234,0,1.5,0.0,11.8
1,21/01/2021 16:10,21/01/2021 16:18,237,236,0,0.9,2.15,12.95
1,21/01/2021 16:47,21/01/2021 16:51,262,236,0,0.5,0.0,9.3
1,21/01/2021 16:19,21/01/2021 16:23,143,239,0,0.9,1.85,11.15
1,21/01/2021 16:26,21/01/2021 16:49,239,229,0,2.4,1.0,20.8
1,21/01/2021 16:29,21/01/2021 16:43,238,166,0,1.8,2.85,17.15
1,21/01/2021 16:02,21/01/2021 16:40,48,168,0,7.1,2.0,33.8
1,21/01/2021 16:09,21/01/2021 16:20,143,239,0,1.5,0.0,12.8
1,21/01/2021 16:24,21/01/2021 16:37,238,166,0,1.8,2.85,17.15
1,21/01/2021 16:21,21/01/2021 16:25,164,90,0,0.9,1.85,11.15
1,21/01/2021 16:31,21/01/2021 16:40,90,158,0,1.7,3.05,15.35
