VendorId,PickUpDateTime,DropOffDateTime,PickUpLocationId,DropOffLocationId,PassengerCount,TripDistance,TipAmount,TotalAmount
1,08/01/2021 13:16,08/01/2021 13:23,264,264,0,1.7,0.0,8.8
1,08/01/2021 13:27,08/01/2021 13:50,264,264,0,2.3,0.0,15.8
1,08/01/2021 13:08,08/01/2021 13:20,233,100,0,1.7,2.55,15.35
1,08/01/2021 13:23,08/01/2021 13:31,90,48,0,2.2,0.0,12.3
1,08/01/2021 13:43,08/01/2021 13:47,142,142,0,0.6,0.0,8.3
1,08/01/2021 13:46,08/01/2021 14:26,132,17,0,11.3,7.65,45.95
1,08/01/2021 13:09,08/01/2021 13:20,234,231,0,1.7,0.0,12.3
1,08/01/2021 13:53,08/01/2021 14:00,141,170,0,1.5,2.25,13.55
1,08/01/2021 13:21,08/01/2021 13:31,239,163,0,1.7,3.65,15.95
1,08/01/2021 13:19,08/01/2021 13:33,163,68,0,2.0,2.86,17.16
1,08/01/2021 13:36,08/01/2021 13:38,48,50,0,0.4,1.8,9.1
1,08/01/2021 13:40,08/01/2021 13:52,142,151,0,2.2,2.65,15.95
1,08/01/2021 13:31,08/01/2021 13:36,162,161,0,0.7,0.88,9.68
1,08/01/2021 13:40,08/01/2021 13:43,161,142,0,0.5,0.0,7.8
1,08/01/2021 13:54,08/01/2021 14:07,233,236,0,2.8,2.85,17.15
2,08/01/2021 13:26,08/01/2021 13:26,42,42,0,0.0,0.0,8.3
1,08/01/2021 13:13,08/01/2021 13:36,75,87,0,8.4,5.86,35.16
1,08/01/2021 13:53,08/01/2021 14:03,144,13,0,1.4,3.35,14.65
1,08/01/2021 13:55,08/01/2021 14:02,238,75,0,1.1,0.0,10.3
1,08/01/2021 13:37,08/01/2021 13:50,236,140,0,1.8,1.0,15.3
1,08/01/2021 13:36,08/01/2021 13:38,114,148,0,0.3,1.85,8.15
1,08/01/2021 13:20,08/01/2021 13:28,142,163,0,1.3,1.0,11.3
1,08/01/2021 13:42,08/01/2021 13:45,234,234,0,0.3,1.35,8.15
1,08/01/2021 13:00,08/01/2021 13:04,236,236,0,0.6,1.17,8.97
1,08/01/2021 13:26,08/01/2021 13:31,113,148,0,1.3,2.3,11.6
1,08/01/2021 13:52,08/01/2021 14:09,164,263,0,2.9,1.5,17.8
1,08/01/2021 13:39,08/01/2021 13:56,234,232,0,3.0,4.2,21.0
1,08/01/2021 13:32,08/01/2021 13:39,75,141,0,1.3,2.45,12.25
1,08/01/2021 13:05,08/01/2021 13:23,186,13,0,3.7,1.7,20.0
1,08/01/2021 13:26,08/01/2021 13:33,164,161,0,1.3,2.0,12.3
1,08/01/2021 13:43,08/01/2021 13:52,164,162,0,1.6,2.35,14.15
1,08/01/2021 13:57,08/01/2021 14:15,264,264,0,2.6,4.1,17.9
1,08/01/2021 14:23,08/01/2021 14:36,237,151,0,2.4,3.05,18.35
1,08/01/2021 14:38,08/01/2021 14:58,207,207,0,0.0,0.0,12.8
1,08/01/2021 14:40,08/01/2021 14:47,186,161,0,1.2,1.95,11.75
